Epoch,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss,F1 Score,Precision,Recall,Class 0 F1 Score,Class 0 Precision,Class 0 Recall,Class 1 F1 Score,Class 1 Precision,Class 1 Recall,Class 2 F1 Score,Class 2 Precision,Class 2 Recall,Class 3 F1 Score,Class 3 Precision,Class 3 Recall,Class 4 F1 Score,Class 4 Precision,Class 4 Recall,Class 5 F1 Score,Class 5 Precision,Class 5 Recall,Class 6 F1 Score,Class 6 Precision,Class 6 Recall,Class 7 F1 Score,Class 7 Precision,Class 7 Recall,Class 8 F1 Score,Class 8 Precision,Class 8 Recall,Class 9 F1 Score,Class 9 Precision,Class 9 Recall,Class 10 F1 Score,Class 10 Precision,Class 10 Recall,Class 11 F1 Score,Class 11 Precision,Class 11 Recall,Class 12 F1 Score,Class 12 Precision,Class 12 Recall,Class 13 F1 Score,Class 13 Precision,Class 13 Recall,Class 14 F1 Score,Class 14 Precision,Class 14 Recall,Class 15 F1 Score,Class 15 Precision,Class 15 Recall,Class 16 F1 Score,Class 16 Precision,Class 16 Recall,Class 17 F1 Score,Class 17 Precision,Class 17 Recall
107,96.15082373,96.57426667,0.000396671,0.000466602,0.912936962,0.929004662,0.901778996,0.950706653,0.951034483,0.950379049,0.948893974,0.958397535,0.939577039,0.969591659,0.962899051,0.976377953,0.991891405,0.991950985,0.991831832,0.975232198,0.957446809,0.993690852,0.705035971,0.859649123,0.597560976,0.860859729,0.859887006,0.861834655,0.973321859,0.972903226,0.973740852,0.95663011,0.950941526,0.962387161,0.978536811,0.978311029,0.978762696,0.936131387,0.931034483,0.941284404,0.774193548,0.734693878,0.818181818,0.993079585,0.993079585,0.993079585,0.876847291,0.956989247,0.809090909,0.912087912,0.908759124,0.915441176,0.964467005,0.952115813,0.977142857,0.762773723,0.860082305,0.685245902,0.902584493,0.941908714,0.866412214
108,96.23996906,96.5785117,0.000395105,0.000464815,0.916438743,0.929107518,0.90696386,0.947514772,0.955820477,0.939352171,0.9695586,0.976993865,0.96223565,0.968681076,0.976868327,0.960629921,0.992504836,0.998904976,0.986186186,0.976744186,0.960365854,0.993690852,0.72972973,0.818181818,0.658536585,0.847639485,0.805300714,0.894677237,0.968896464,0.959088992,0.978906586,0.957879088,0.94662096,0.969408225,0.98199446,0.98199446,0.98199446,0.943150047,0.958333333,0.928440367,0.833333333,0.875,0.795454545,0.989726027,0.979661017,1,0.830769231,0.952941176,0.736363636,0.929219601,0.917562724,0.941176471,0.967723508,0.967447173,0.968,0.747107438,0.753333333,0.740983607,0.91372549,0.939516129,0.889312977
109,96.33548404,96.47663115,0.000387128,0.000468861,0.911140465,0.922959562,0.9049365,0.949327818,0.949655172,0.949000689,0.958652374,0.972049689,0.945619335,0.969325153,0.971027217,0.967629046,0.992381183,0.999147693,0.985705706,0.97515528,0.960244648,0.990536278,0.802721088,0.907692308,0.719512195,0.853377265,0.828358209,0.8799547,0.970651705,0.973171787,0.968144641,0.959600998,0.954365079,0.964894684,0.978479853,0.970481381,0.986611265,0.934802571,0.935661765,0.933944954,0.684931507,0.862068966,0.568181818,0.991394148,0.98630137,0.996539792,0.863636364,0.863636364,0.863636364,0.913669065,0.894366197,0.933823529,0.965517241,0.971098266,0.96,0.720238095,0.659400545,0.793442623,0.916666667,0.954545455,0.881679389
110,96.28878747,96.62520694,0.000396908,0.000448951,0.918833035,0.920537524,0.918786814,0.949405772,0.935742972,0.963473467,0.964149504,0.973805855,0.954682779,0.974471831,0.980513729,0.968503937,0.99281878,0.997574582,0.988108108,0.972666323,0.954453441,0.991587802,0.738853503,0.773333333,0.707317073,0.861678005,0.862656073,0.860702152,0.973401973,0.970072681,0.976754197,0.958029656,0.960201511,0.955867603,0.977584629,0.968721668,0.986611265,0.936823105,0.921847247,0.952293578,0.838709677,0.795918367,0.886363636,0.989547038,0.996491228,0.982698962,0.84729064,0.924731183,0.781818182,0.929219601,0.917562724,0.941176471,0.962984384,0.974824356,0.951428571,0.75617284,0.714285714,0.803278689,0.915187377,0.946938776,0.885496183
111,96.36838159,96.36201554,0.000380828,0.000482698,0.91383129,0.913828147,0.918073458,0.940020332,0.924666667,0.955892488,0.972932331,0.968562874,0.97734139,0.972404731,0.973684211,0.971128609,0.992563033,0.99926954,0.985945946,0.976671851,0.963190184,0.990536278,0.780487805,0.780487805,0.780487805,0.832854681,0.844988345,0.821064553,0.972425679,0.973264338,0.971588463,0.960794045,0.950884086,0.970912738,0.980111008,0.981927711,0.978301016,0.911736178,0.967078189,0.862385321,0.786516854,0.777777778,0.795454545,0.98791019,0.986206897,0.989619377,0.852941176,0.925531915,0.790909091,0.933823529,0.933823529,0.933823529,0.964078795,0.977673325,0.950857143,0.701708279,0.585526316,0.875409836,0.928982726,0.934362934,0.923664122
112,96.30470591,96.2431549,0.000381343,0.00051734,0.89794288,0.919352598,0.891254803,0.943033631,0.939166097,0.94693315,0.964312832,0.969465649,0.959214502,0.967630557,0.954855196,0.980752406,0.989258861,0.982924226,0.995675676,0.974650802,0.959266802,0.990536278,0.726027397,0.828125,0.646341463,0.83353151,0.877346683,0.793884485,0.965386239,0.94699793,0.984502798,0.957889396,0.969199179,0.946840522,0.980238971,0.975754803,0.984764543,0.940325497,0.926916221,0.95412844,0.725663717,0.594202899,0.931818182,0.993103448,0.989690722,0.996539792,0.748603352,0.971014493,0.609090909,0.908127208,0.87414966,0.944852941,0.968894009,0.976771196,0.961142857,0.659959759,0.854166667,0.537704918,0.916334661,0.958333333,0.877862595
113,96.27499099,96.3747506,0.000388624,0.000470613,0.911030744,0.921086635,0.903946723,0.932614555,0.912326961,0.953824948,0.963525836,0.96941896,0.957703927,0.972572921,0.967937608,0.977252843,0.992098438,0.996365399,0.987867868,0.974253347,0.954591322,0.994742376,0.754966887,0.826086957,0.695121951,0.823947836,0.864427861,0.787089468,0.970877944,0.965913933,0.975893241,0.959382008,0.953442298,0.965396189,0.977522936,0.971285324,0.983841182,0.935251799,0.917107584,0.95412844,0.701298701,0.818181818,0.613636364,0.989619377,0.989619377,0.989619377,0.866359447,0.878504673,0.854545455,0.939226519,0.94095941,0.9375,0.962662808,0.975366569,0.950285714,0.763239875,0.727002967,0.803278689,0.91913215,0.951020408,0.889312977
114,96.2346634,96.30258522,0.000393411,0.000530847,0.901570337,0.921445316,0.888613258,0.945836154,0.929474385,0.962784287,0.959199384,0.978021978,0.941087613,0.969432314,0.967741935,0.971128609,0.991179118,0.99028777,0.992072072,0.975206612,0.958375635,0.992639327,0.722580645,0.767123288,0.682926829,0.867077958,0.858888889,0.875424689,0.970927747,0.96433121,0.977615153,0.954707379,0.969008264,0.940822467,0.972849646,0.961659901,0.984302862,0.918091809,0.901060071,0.935779817,0.764044944,0.755555556,0.772727273,0.989655172,0.986254296,0.993079585,0.775510204,0.88372093,0.690909091,0.908759124,0.902173913,0.915441176,0.962354939,0.953449243,0.971428571,0.680244399,0.897849462,0.547540984,0.900608519,0.961038961,0.847328244
115,96.27074657,96.15825445,0.000392154,0.000493429,0.905444225,0.916204792,0.898411314,0.936040609,0.919547872,0.953135768,0.973097617,0.990610329,0.956193353,0.97501096,0.9771529,0.97287839,0.990594477,0.994431667,0.986786787,0.96373057,0.949948927,0.977917981,0.763157895,0.828571429,0.707317073,0.816085157,0.853960396,0.781426954,0.972050352,0.963620981,0.980628498,0.95847924,0.956087824,0.960882648,0.978507049,0.979639056,0.977377655,0.930188679,0.957281553,0.904587156,0.708860759,0.8,0.636363636,0.993103448,0.989690722,0.996539792,0.839622642,0.87254902,0.809090909,0.922495274,0.949416342,0.897058824,0.962290899,0.954980304,0.969714286,0.694915254,0.610421836,0.806557377,0.919765166,0.9437751,0.896946565
116,96.35776408,96.28985015,0.000378605,0.000478414,0.907021686,0.913876417,0.902481862,0.946061036,0.975128018,0.918676775,0.946875,0.980582524,0.915407855,0.970703979,0.97027972,0.971128609,0.991743506,0.995162071,0.988348348,0.973561431,0.960122699,0.987381703,0.678362573,0.651685393,0.707317073,0.849056604,0.832426551,0.866364666,0.970322581,0.969488612,0.971157985,0.948780488,0.923551757,0.975426279,0.978870005,0.973948812,0.983841182,0.946216955,0.940217391,0.952293578,0.769230769,0.882352941,0.681818182,0.989619377,0.989619377,0.989619377,0.861244019,0.909090909,0.818181818,0.916363636,0.90647482,0.926470588,0.965715932,0.973852411,0.957714286,0.697305864,0.674846626,0.721311475,0.926356589,0.940944882,0.91221374
117,96.31850144,96.59124676,0.000385503,0.000458095,0.917336391,0.924276196,0.911607558,0.946596859,0.958981612,0.934527912,0.963185575,0.958146487,0.968277946,0.972222222,0.964685616,0.979877515,0.991064468,0.989580838,0.992552553,0.975559022,0.965020576,0.986330179,0.785276074,0.790123457,0.780487805,0.865116279,0.888888889,0.842582106,0.968743264,0.970207254,0.967283685,0.96031746,0.949950932,0.970912738,0.977900552,0.975206612,0.980609418,0.9373297,0.928057554,0.946788991,0.790697674,0.80952381,0.772727273,0.981324278,0.963333333,1,0.827586207,0.903225806,0.763636364,0.936014625,0.930909091,0.941176471,0.965122927,0.965675057,0.964571429,0.75261324,0.802973978,0.708196721,0.915384615,0.92248062,0.908396947
118,96.38217684,96.40446576,0.000378028,0.000470104,0.907339464,0.908372768,0.907927494,0.94370522,0.934459459,0.953135768,0.960122699,0.975077882,0.945619335,0.971153846,0.970305677,0.9720035,0.991585527,0.992301215,0.990870871,0.965194805,0.953798768,0.976866456,0.7,0.717948718,0.682926829,0.841987716,0.830396476,0.853907135,0.972868217,0.973287376,0.972449419,0.958448753,0.96256955,0.954363089,0.977777778,0.97044111,0.985226223,0.938848921,0.920634921,0.957798165,0.727272727,0.654545455,0.818181818,0.994800693,0.996527778,0.993079585,0.826923077,0.87755102,0.781818182,0.909090909,0.9375,0.882352941,0.965497246,0.979988228,0.951428571,0.754530478,0.758278146,0.750819672,0.932301741,0.945098039,0.919847328
119,96.2792379,96.48936622,0.000390439,0.00045844,0.911170254,0.912190298,0.91389358,0.950229439,0.973950796,0.927636113,0.956656347,0.980952381,0.933534743,0.966945791,0.974245115,0.959755031,0.992248062,0.992784993,0.991711712,0.970542636,0.954268293,0.987381703,0.705128205,0.743243243,0.670731707,0.849636669,0.838852097,0.860702152,0.972091026,0.969593148,0.974601808,0.959466139,0.945906433,0.973420261,0.977481618,0.973010064,0.98199446,0.929551693,0.927007299,0.932110092,0.761904762,0.655737705,0.909090909,0.993103448,0.989690722,0.996539792,0.855855856,0.848214286,0.863636364,0.917266187,0.897887324,0.9375,0.962857953,0.95554305,0.970285714,0.747292419,0.831325301,0.678688525,0.932806324,0.967213115,0.900763359
120,96.33123838,96.52757142,0.000380117,0.000455287,0.914799851,0.926844199,0.90611709,0.94953656,0.945964432,0.953135768,0.958715596,0.970588235,0.947129909,0.971327746,0.979537367,0.963254593,0.990023299,0.984787259,0.995315315,0.97403946,0.962051282,0.986330179,0.739884393,0.703296703,0.780487805,0.858290304,0.869767442,0.847112118,0.973310375,0.973310375,0.973310375,0.954477981,0.941894531,0.967402207,0.979281768,0.976584022,0.98199446,0.935211268,0.957692308,0.913761468,0.761904762,0.8,0.727272727,0.989619377,0.989619377,0.989619377,0.881516588,0.920792079,0.845454545,0.932604736,0.924187726,0.941176471,0.963876147,0.967203682,0.960571429,0.722007722,0.877934272,0.613114754,0.930769231,0.937984496,0.923664122
121,96.38642447,96.68463726,0.000377112,0.000454777,0.916158292,0.921386744,0.912302403,0.948663854,0.968413496,0.929703653,0.96656535,0.972477064,0.960725076,0.969829471,0.969405594,0.970253718,0.992251787,0.992311389,0.992192192,0.977154725,0.965128205,0.989484753,0.761290323,0.808219178,0.719512195,0.864169927,0.853200883,0.875424689,0.970902867,0.965121225,0.976754197,0.959980114,0.951700345,0.968405216,0.981558322,0.980202578,0.982917821,0.942164179,0.958254269,0.926605505,0.764044944,0.755555556,0.772727273,0.989619377,0.989619377,0.989619377,0.857142857,0.935483871,0.790909091,0.907504363,0.863787375,0.955882353,0.968317972,0.976190476,0.960571429,0.757475083,0.767676768,0.747540984,0.91221374,0.91221374,0.91221374
122,96.18796503,96.48936622,0.00039289,0.000468487,0.914049259,0.924494942,0.905764739,0.944844125,0.939373297,0.950379049,0.970432146,0.97412481,0.966767372,0.970357454,0.96698523,0.973753281,0.991362764,0.990056308,0.992672673,0.960638298,0.972012917,0.949526814,0.675159236,0.706666667,0.646341463,0.84390513,0.822580645,0.866364666,0.971946483,0.974469926,0.969436074,0.955321285,0.956281407,0.954363089,0.980517992,0.973600364,0.987534626,0.937956204,0.932849365,0.943119266,0.840909091,0.840909091,0.840909091,0.989583333,0.993031359,0.98615917,0.857142857,0.976744186,0.763636364,0.91107078,0.899641577,0.922794118,0.971855256,0.976905312,0.966857143,0.766256591,0.825757576,0.714754098,0.913627639,0.918918919,0.908396947
123,96.33972638,96.54455151,0.000382453,0.000483791,0.915873259,0.926107605,0.908676767,0.953963309,0.958275382,0.949689869,0.9687738,0.976958525,0.960725076,0.965456156,0.977578475,0.953630796,0.991882629,0.993017096,0.990750751,0.9726381,0.955375254,0.990536278,0.743589744,0.783783784,0.707317073,0.857926495,0.831914894,0.885617214,0.969579288,0.971885813,0.967283685,0.961797753,0.957732471,0.965897693,0.976949942,0.985439173,0.968605725,0.921568627,0.896013865,0.948623853,0.827586207,0.837209302,0.818181818,0.993127148,0.986348123,1,0.812182741,0.91954023,0.727272727,0.916083916,0.873333333,0.963235294,0.961462729,0.946814404,0.976571429,0.776978417,0.860557769,0.708196721,0.914171657,0.958158996,0.874045802
124,96.40552656,96.49785626,0.00038627,0.000462969,0.913763793,0.925586966,0.903888811,0.950364457,0.957342657,0.94348725,0.956060606,0.958966565,0.953172205,0.973730298,0.974583699,0.97287839,0.989070059,0.983606557,0.994594595,0.974518981,0.96399177,0.985278654,0.756410256,0.797297297,0.719512195,0.844163312,0.857476636,0.831257078,0.972599784,0.974913495,0.97029703,0.958261299,0.944038929,0.972918756,0.980175196,0.978821363,0.981532779,0.950276243,0.953789279,0.946788991,0.764044944,0.755555556,0.772727273,0.989655172,0.986254296,0.993079585,0.87254902,0.946808511,0.809090909,0.908108108,0.890459364,0.926470588,0.967482014,0.974492754,0.960571429,0.727927928,0.808,0.662295082,0.912350598,0.954166667,0.874045802
125,96.45115924,96.69312731,0.000371554,0.000463723,0.920472482,0.937854757,0.908010615,0.952380952,0.960729313,0.94417643,0.970387244,0.975572519,0.965256798,0.97027972,0.969432314,0.971128609,0.991604701,0.990061071,0.993153153,0.976623377,0.965092402,0.988433228,0.794871795,0.837837838,0.756097561,0.869662921,0.862876254,0.876557191,0.97440273,0.965750529,0.983211365,0.959741551,0.951231527,0.968405216,0.977116705,0.968693285,0.985687904,0.932828761,0.962890625,0.904587156,0.853658537,0.921052632,0.795454545,0.987993139,0.979591837,0.996539792,0.849056604,0.882352941,0.818181818,0.917266187,0.897887324,0.9375,0.964,0.964,0.964,0.709163347,0.903553299,0.583606557,0.917466411,0.922779923,0.91221374
126,96.46283405,96.69312731,0.000380291,0.000434362,0.913583901,0.924648271,0.909916275,0.950306331,0.938802959,0.962095107,0.963414634,0.972307692,0.954682779,0.973661106,0.977092511,0.970253718,0.991605708,0.989943733,0.993273273,0.976768198,0.959432049,0.994742376,0.724832215,0.805970149,0.658536585,0.86447295,0.851648352,0.877689694,0.974095483,0.96890971,0.979337064,0.958669355,0.963525836,0.953861585,0.980593874,0.993368072,0.968144044,0.940312213,0.941176471,0.939449541,0.716981132,0.612903226,0.863636364,0.989690722,0.982935154,0.996539792,0.888888889,0.948453608,0.836363636,0.937269373,0.940740741,0.933823529,0.96323323,0.946497518,0.980571429,0.728712871,0.92,0.603278689,0.921001927,0.929961089,0.91221374
127,96.44585291,96.66341215,0.000375912,0.00045504,0.915249051,0.910540689,0.924792058,0.956097561,0.966878083,0.94555479,0.961479199,0.981132075,0.942598187,0.971403432,0.97699115,0.965879265,0.99145916,0.992892423,0.99003003,0.975232198,0.957446809,0.993690852,0.764705882,0.738636364,0.792682927,0.857142857,0.879618594,0.835787089,0.972382787,0.967206133,0.977615153,0.96175956,0.958644743,0.964894684,0.980374048,0.980600462,0.980147738,0.9488117,0.945355191,0.952293578,0.720720721,0.597014925,0.909090909,0.974619289,0.953642384,0.996539792,0.865384615,0.918367347,0.818181818,0.923351159,0.896193772,0.952205882,0.963404255,0.956619718,0.970285714,0.773375594,0.748466258,0.8,0.912778905,0.974025974,0.858778626
128,96.38642323,96.67614722,0.000374006,0.000448672,0.921797224,0.939557289,0.907372684,0.946823204,0.948788927,0.94486561,0.965304549,0.985826772,0.945619335,0.972501091,0.970383275,0.974628171,0.991552334,0.989122639,0.993993994,0.977522216,0.971933472,0.983175605,0.810810811,0.909090909,0.731707317,0.851642129,0.851642129,0.851642129,0.975231531,0.975862069,0.974601808,0.961548003,0.951399116,0.971915747,0.980455277,0.976637655,0.984302862,0.944954128,0.944954128,0.944954128,0.823529412,0.853658537,0.795454545,0.987868284,0.989583333,0.98615917,0.858536585,0.926315789,0.8,0.925925926,0.932835821,0.919117647,0.959841629,0.950167973,0.969714286,0.741154562,0.857758621,0.652459016,0.917148362,0.926070039,0.908396947
129,96.41826051,96.58700174,0.000369728,0.000459247,0.918635907,0.939060658,0.903093314,0.951449528,0.964589235,0.938662991,0.967399545,0.97108067,0.963746224,0.969224101,0.9604811,0.978127734,0.990068206,0.986291572,0.993873874,0.979676915,0.97107438,0.988433228,0.728571429,0.879310345,0.62195122,0.848520023,0.870238095,0.82785957,0.972649573,0.965634281,0.979767542,0.959960455,0.946393762,0.973921765,0.977081384,0.990047393,0.9644506,0.942570647,0.936594203,0.948623853,0.833333333,0.875,0.795454545,0.989726027,0.979661017,1,0.86,0.955555556,0.781818182,0.928057554,0.908450704,0.948529412,0.961646926,0.949331849,0.974285714,0.746376812,0.834008097,0.675409836,0.929133858,0.959349593,0.900763359
130,96.40870654,96.28985015,0.000372474,0.000481814,0.907992918,0.926433226,0.894624979,0.939260265,0.92513369,0.953824948,0.964420893,0.966616085,0.96223565,0.972307692,0.977031802,0.967629046,0.98745168,0.977856302,0.997237237,0.970103093,0.951466127,0.989484753,0.709302326,0.677777778,0.743902439,0.822014052,0.850909091,0.795016988,0.974126779,0.975809935,0.972449419,0.962387161,0.962387161,0.962387161,0.981843254,0.977574371,0.986149584,0.918815664,0.958167331,0.882568807,0.756097561,0.815789474,0.704545455,0.993079585,0.993079585,0.993079585,0.884615385,0.93877551,0.836363636,0.908088235,0.908088235,0.908088235,0.965853659,0.970028818,0.961714286,0.718253968,0.909547739,0.593442623,0.915851272,0.939759036,0.893129771
131,96.40658497,96.45116101,0.000374723,0.000469596,0.903717368,0.914344956,0.898415623,0.942426319,0.93728698,0.947622329,0.962962963,0.984227129,0.942598187,0.966754156,0.966754156,0.966754156,0.991864039,0.995283019,0.988468468,0.974385781,0.968814969,0.98002103,0.656716418,0.846153846,0.536585366,0.845484222,0.813612565,0.8799547,0.970689655,0.971946483,0.969436074,0.960339237,0.955334988,0.965396189,0.980879982,0.978850575,0.982917821,0.941504178,0.953007519,0.930275229,0.680851064,0.64,0.727272727,0.991423671,0.982993197,1,0.858536585,0.926315789,0.8,0.909090909,0.866666667,0.955882353,0.968,0.968,0.968,0.738562092,0.736156352,0.740983607,0.926441352,0.966804979,0.889312977
132,96.4405455,96.55728658,0.00037074,0.000447037,0.909967686,0.927977236,0.896767685,0.948111543,0.971780029,0.925568573,0.963133641,0.9796875,0.947129909,0.975866608,0.978873239,0.97287839,0.989469905,0.985695554,0.993273273,0.972972973,0.961973279,0.984227129,0.774193548,0.821917808,0.731707317,0.857463524,0.849833148,0.865232163,0.97386461,0.969296375,0.978476108,0.95474668,0.936776062,0.973420261,0.981340705,0.979310345,0.983379501,0.937089202,0.959615385,0.91559633,0.657894737,0.78125,0.568181818,0.987951807,0.982876712,0.993079585,0.849557522,0.827586207,0.872727273,0.927536232,0.914285714,0.941176471,0.966477273,0.961016949,0.972,0.74904943,0.891402715,0.645901639,0.912698413,0.950413223,0.877862595
133,96.4055256,96.58275672,0.00037108,0.000482239,0.912964023,0.929783763,0.900373484,0.945693532,0.949305556,0.94210889,0.964615385,0.982758621,0.947129909,0.972404731,0.973684211,0.971128609,0.991607721,0.989709226,0.993513514,0.974012474,0.963001028,0.985278654,0.748387097,0.794520548,0.707317073,0.855123675,0.890797546,0.822197055,0.972473118,0.971637301,0.973310375,0.960099133,0.949044586,0.971414243,0.97875257,0.968792402,0.988919668,0.905560459,0.87244898,0.941284404,0.717948718,0.823529412,0.636363636,0.986348123,0.973063973,1,0.873239437,0.902912621,0.845454545,0.936479129,0.924731183,0.948529412,0.965027012,0.960384833,0.969714286,0.763705104,0.901785714,0.662295082,0.921875,0.944,0.900763359
134,96.3142582,96.42569088,0.000379711,0.000476732,0.910322172,0.928905119,0.894994531,0.93130825,0.932918396,0.929703653,0.957789716,0.973478939,0.942598187,0.965786055,0.95626072,0.975503062,0.992376493,0.991840653,0.992912913,0.968814969,0.957862282,0.98002103,0.666666667,0.753846154,0.597560976,0.843591191,0.841216216,0.845979615,0.974095483,0.96890971,0.979337064,0.956758092,0.943010229,0.970912738,0.978447277,0.982317357,0.974607572,0.94095941,0.94619666,0.935779817,0.746987952,0.794871795,0.704545455,0.98791019,0.986206897,0.989619377,0.891089109,0.97826087,0.818181818,0.914814815,0.921641791,0.908088235,0.963425007,0.956105796,0.970857143,0.776978417,0.860557769,0.708196721,0.928,0.974789916,0.885496183
135,96.35989111,96.48087617,0.000384372,0.000468547,0.910798671,0.912081155,0.911808273,0.947550035,0.94885971,0.94624397,0.961098398,0.970724191,0.951661631,0.970201578,0.97190518,0.968503937,0.992293799,0.994689197,0.98990991,0.969445883,0.955102041,0.984227129,0.684931507,0.78125,0.609756098,0.849087894,0.82937365,0.869762174,0.97056314,0.961945032,0.979337064,0.957639939,0.962981744,0.952357071,0.981455726,0.98556797,0.977377655,0.93640553,0.940740741,0.932110092,0.816326531,0.740740741,0.909090909,0.989655172,0.986254296,0.993079585,0.846511628,0.866666667,0.827272727,0.899451554,0.894545455,0.904411765,0.96803653,0.966932725,0.969142857,0.751235585,0.754966887,0.747540984,0.90248566,0.904214559,0.900763359
136,96.42781121,96.47663115,0.000365537,0.000487662,0.915858424,0.924993577,0.908201233,0.931252076,0.898717949,0.966230186,0.96499239,0.972392638,0.957703927,0.975286849,0.983971505,0.966754156,0.991351351,0.991351351,0.991351351,0.971279373,0.96473029,0.977917981,0.794871795,0.837837838,0.756097561,0.845135291,0.859484778,0.831257078,0.971527179,0.973627324,0.969436074,0.952476741,0.955118507,0.949849549,0.983863532,0.982504604,0.985226223,0.943714822,0.965451056,0.92293578,0.691358025,0.756756757,0.636363636,0.982993197,0.966555184,1,0.898550725,0.958762887,0.845454545,0.939449541,0.937728938,0.941176471,0.964173116,0.967222542,0.961142857,0.776508972,0.772727273,0.780327869,0.906666667,0.904942966,0.908396947
137,96.40021639,96.45965106,0.00037485,0.000471418,0.907060695,0.928875821,0.891109262,0.942645074,0.92333113,0.962784287,0.958778626,0.969135802,0.948640483,0.973092192,0.981316726,0.965004374,0.989560341,0.982934345,0.996276276,0.96250642,0.940763052,0.985278654,0.738095238,0.720930233,0.756097561,0.84537246,0.842519685,0.848244621,0.97394276,0.966511234,0.981489453,0.960201511,0.964574899,0.955867603,0.982110092,0.975843209,0.988457987,0.935606061,0.966731898,0.906422018,0.698795181,0.743589744,0.659090909,0.989619377,0.989619377,0.989619377,0.842639594,0.954022989,0.754545455,0.906367041,0.923664122,0.889705882,0.969030391,0.981818182,0.956571429,0.734126984,0.929648241,0.606557377,0.924603175,0.962809917,0.889312977
138,96.45434187,96.40022074,0.000371645,0.000481994,0.906358353,0.914135051,0.900721765,0.945704467,0.94311172,0.948311509,0.968726163,0.978428351,0.959214502,0.962931034,0.94902294,0.977252843,0.99214881,0.997692214,0.986666667,0.973140496,0.956345178,0.990536278,0.746666667,0.823529412,0.682926829,0.851831602,0.82346723,0.882219706,0.971489818,0.967549103,0.975462764,0.959537572,0.961712846,0.957372116,0.975989024,0.966923425,0.985226223,0.936007641,0.976095618,0.899082569,0.674698795,0.717948718,0.636363636,0.986348123,0.973063973,1,0.847619048,0.89,0.809090909,0.907775769,0.893238434,0.922794118,0.963326595,0.973730298,0.953142857,0.758942457,0.721893491,0.8,0.891566265,0.940677966,0.847328244
139,96.34609401,96.50634631,0.00037181,0.000467235,0.918568252,0.915293256,0.922867845,0.945927447,0.939496941,0.952446589,0.959634425,0.967741935,0.951661631,0.969271291,0.972687225,0.965879265,0.991902345,0.998054238,0.985825826,0.969061353,0.966527197,0.971608833,0.748466258,0.75308642,0.743902439,0.847512039,0.803245436,0.896942242,0.975316592,0.97260274,0.978045631,0.959152799,0.964503043,0.953861585,0.978407244,0.98411957,0.972760849,0.939981533,0.946096654,0.933944954,0.818181818,0.818181818,0.818181818,0.986254296,0.979522184,0.993079585,0.878923767,0.867256637,0.890909091,0.927797834,0.911347518,0.944852941,0.966208477,0.968427095,0.964,0.759878419,0.708215297,0.819672131,0.912350598,0.954166667,0.874045802
140,96.50422062,96.37050558,0.000365654,0.000488114,0.909998054,0.922005749,0.900120802,0.932260228,0.907903331,0.957960028,0.96042618,0.967791411,0.953172205,0.970305677,0.968613775,0.9720035,0.99252922,0.995648495,0.989429429,0.974545455,0.963039014,0.986330179,0.76,0.838235294,0.695121951,0.831257078,0.831257078,0.831257078,0.97151489,0.974037213,0.969005596,0.959523218,0.950319725,0.96890672,0.978782288,0.977880184,0.979686057,0.935543278,0.939001848,0.932110092,0.729411765,0.756097561,0.704545455,0.988034188,0.976351351,1,0.882352941,0.957446809,0.818181818,0.918032787,0.909747292,0.926470588,0.965792474,0.963594994,0.968,0.72056239,0.776515152,0.672131148,0.909090909,0.942622951,0.877862595
141,96.46814033,96.32381033,0.000364368,0.00048775,0.9006774,0.913801563,0.895248173,0.952380952,0.953697305,0.951068229,0.954858454,0.96744186,0.942598187,0.965998256,0.962641182,0.969378828,0.992150706,0.997450528,0.986906907,0.968701898,0.945891784,0.992639327,0.685314685,0.803278689,0.597560976,0.827790974,0.870162297,0.789354473,0.975171233,0.969774372,0.980628498,0.964294632,0.960218797,0.968405216,0.977645985,0.966185753,0.989381348,0.938020352,0.945895522,0.930275229,0.744186047,0.761904762,0.727272727,0.993103448,0.989690722,0.996539792,0.789473684,0.9375,0.681818182,0.908759124,0.902173913,0.915441176,0.967146974,0.975581395,0.958857143,0.691195795,0.576754386,0.862295082,0.916,0.962184874,0.874045802
142,96.54030333,96.59973681,0.000354943,0.000478262,0.91701443,0.930403205,0.9069934,0.943155062,0.921156373,0.966230186,0.967150497,0.978361669,0.956193353,0.97167756,0.967881944,0.975503062,0.99109185,0.993244058,0.988948949,0.97258148,0.957230143,0.988433228,0.755244755,0.885245902,0.658536585,0.870588235,0.861419069,0.8799547,0.972996142,0.968843363,0.977184675,0.956389452,0.967179487,0.945837513,0.981893193,0.974965863,0.988919668,0.937262357,0.972386588,0.904587156,0.775,0.861111111,0.704545455,0.993103448,0.989690722,0.996539792,0.87037037,0.886792453,0.854545455,0.903345725,0.913533835,0.893382353,0.966609096,0.973897912,0.959428571,0.750778816,0.715133531,0.790163934,0.927021696,0.959183673,0.896946565
